Time (sec),S:Load (lbs),S:Position (in),Ch:Position (in),Ch:Load (lbs),Ch:Stress (PSI),Ch:Strain (in),Set Point (),Cycles (),Ch:Strain_Orig ()
2105.210205,500.986084,0.877033,0.877033,500.986084,NaN,NaN,0.877056,0.000000,0.877033
2105.220215,500.786163,0.877037,0.877037,500.786163,NaN,NaN,0.877056,0.000000,0.877037
2105.229980,501.232147,0.877041,0.877041,501.232147,NaN,NaN,0.877064,0.000000,0.877041
2105.239990,501.324402,0.877045,0.877045,501.324402,NaN,NaN,0.877068,0.000000,0.877045
2105.250000,501.016846,0.877048,0.877048,501.016846,NaN,NaN,0.877075,0.000000,0.877048
2105.260010,501.016846,0.877052,0.877052,501.016846,NaN,NaN,0.877079,0.000000,0.877052
2105.270020,501.032227,0.877056,0.877056,501.032227,NaN,NaN,0.877083,0.000000,0.877056
2105.280029,501.278290,0.877064,0.877064,501.278290,NaN,NaN,0.877087,0.000000,0.877064
2105.290039,501.293640,0.877068,0.877068,501.293640,NaN,NaN,0.877090,0.000000,0.877068
2105.300049,500.893829,0.877075,0.877075,500.893829,NaN,NaN,0.877094,0.000000,0.877075
2105.310059,501.524323,0.877079,0.877079,501.524323,NaN,NaN,0.877098,0.000000,0.877079
2105.320068,501.201385,0.877083,0.877083,501.201385,NaN,NaN,0.877102,0.000000,0.877083
2105.330078,501.247528,0.877087,0.877087,501.247528,NaN,NaN,0.877106,0.000000,0.877087
2105.340088,501.385925,0.877090,0.877090,501.385925,NaN,NaN,0.877110,0.000000,0.877090
2105.350098,501.416687,0.877094,0.877094,501.416687,NaN,NaN,0.877113,0.000000,0.877094
2105.360107,501.416687,0.877098,0.877098,501.416687,NaN,NaN,0.877117,0.000000,0.877098
2105.370117,501.324402,0.877102,0.877102,501.324402,NaN,NaN,0.877121,0.000000,0.877102
2105.380127,501.508942,0.877106,0.877106,501.508942,NaN,NaN,0.877129,0.000000,0.877106
2105.390137,501.278290,0.877110,0.877110,501.278290,NaN,NaN,0.877129,0.000000,0.877110
2105.400146,501.801117,0.877113,0.877113,501.801117,NaN,NaN,0.877136,0.000000,0.877113
2105.410156,501.186005,0.877117,0.877117,501.186005,NaN,NaN,0.877140,0.000000,0.877117
2105.420166,501.170624,0.877121,0.877121,501.170624,NaN,NaN,0.877144,0.000000,0.877121
2105.430176,500.847687,0.877125,0.877125,500.847687,NaN,NaN,0.877148,0.000000,0.877125
2105.440186,501.124481,0.877129,0.877129,501.124481,NaN,NaN,0.877151,0.000000,0.877129
2105.450195,501.262909,0.877136,0.877136,501.262909,NaN,NaN,0.877155,0.000000,0.877136
2105.460205,501.893402,0.877136,0.877136,501.893402,NaN,NaN,0.877159,0.000000,0.877136
2105.470215,501.216766,0.877144,0.877144,501.216766,NaN,NaN,0.877163,0.000000,0.877144
2105.479980,501.631958,0.877148,0.877148,501.631958,NaN,NaN,0.877167,0.000000,0.877148
2105.489990,500.786163,0.877151,0.877151,500.786163,NaN,NaN,0.877171,0.000000,0.877151
2105.500000,501.262909,0.877155,0.877155,501.262909,NaN,NaN,0.877174,0.000000,0.877155
2105.510010,501.355164,0.877159,0.877159,501.355164,NaN,NaN,0.877178,0.000000,0.877159
2105.520020,501.262909,0.877163,0.877163,501.262909,NaN,NaN,0.877182,0.000000,0.877163
2105.530029,501.186005,0.877167,0.877167,501.186005,NaN,NaN,0.877186,0.000000,0.877167
2105.540039,502.062561,0.877171,0.877171,502.062561,NaN,NaN,0.877190,0.000000,0.877171
2105.550049,502.170197,0.877174,0.877174,502.170197,NaN,NaN,0.877201,0.000000,0.877174
2105.560059,502.047180,0.877178,0.877178,502.047180,NaN,NaN,0.877201,0.000000,0.877178
2105.570068,502.339355,0.877182,0.877182,502.339355,NaN,NaN,0.877209,0.000000,0.877182
2105.580078,501.831879,0.877186,0.877186,501.831879,NaN,NaN,0.877213,0.000000,0.877186
2105.590088,501.032227,0.877190,0.877190,501.032227,NaN,NaN,0.877216,0.000000,0.877190
2105.600098,500.801544,0.877197,0.877197,500.801544,NaN,NaN,0.877220,0.000000,0.877197
2105.610107,500.939972,0.877201,0.877201,500.939972,NaN,NaN,0.877224,0.000000,0.877201
2105.620117,501.647339,0.877209,0.877209,501.647339,NaN,NaN,0.877228,0.000000,0.877209
2105.630127,501.831879,0.877213,0.877213,501.831879,NaN,NaN,0.877232,0.000000,0.877213
2105.640137,502.231720,0.877216,0.877216,502.231720,NaN,NaN,0.877235,0.000000,0.877216
2105.650146,502.262482,0.877220,0.877220,502.262482,NaN,NaN,0.877239,0.000000,0.877220
2105.660156,502.108704,0.877224,0.877224,502.108704,NaN,NaN,0.877243,0.000000,0.877224
2105.670166,501.585846,0.877228,0.877228,501.585846,NaN,NaN,0.877247,0.000000,0.877228
2105.680176,501.755005,0.877232,0.877232,501.755005,NaN,NaN,0.877251,0.000000,0.877232
2105.690186,501.601227,0.877235,0.877235,501.601227,NaN,NaN,0.877254,0.000000,0.877235
2105.700195,502.385498,0.877239,0.877239,502.385498,NaN,NaN,0.877258,0.000000,0.877239
2105.710205,502.093323,0.877243,0.877243,502.093323,NaN,NaN,0.877262,0.000000,0.877243
2105.720215,501.601227,0.877247,0.877247,501.601227,NaN,NaN,0.877270,0.000000,0.877247
2105.729980,502.277863,0.877251,0.877251,502.277863,NaN,NaN,0.877270,0.000000,0.877251
2105.739990,502.047180,0.877254,0.877254,502.047180,NaN,NaN,0.877277,0.000000,0.877254
2105.750000,501.801117,0.877258,0.877258,501.801117,NaN,NaN,0.877281,0.000000,0.877258
2105.760010,501.724243,0.877262,0.877262,501.724243,NaN,NaN,0.877285,0.000000,0.877262
2105.770020,501.924164,0.877266,0.877266,501.924164,NaN,NaN,0.877289,0.000000,0.877266
2105.780029,501.739624,0.877270,0.877270,501.739624,NaN,NaN,0.877293,0.000000,0.877270
2105.790039,501.616577,0.877277,0.877277,501.616577,NaN,NaN,0.877296,0.000000,0.877277
2105.800049,501.878021,0.877281,0.877281,501.878021,NaN,NaN,0.877300,0.000000,0.877281
2105.810059,502.093323,0.877285,0.877285,502.093323,NaN,NaN,0.877304,0.000000,0.877285
2105.820068,502.185577,0.877289,0.877289,502.185577,NaN,NaN,0.877308,0.000000,0.877289
2105.830078,502.616150,0.877293,0.877293,502.616150,NaN,NaN,0.877312,0.000000,0.877293
2105.840088,502.431641,0.877296,0.877296,502.431641,NaN,NaN,0.877319,0.000000,0.877296
2105.850098,501.801117,0.877300,0.877300,501.801117,NaN,NaN,0.877323,0.000000,0.877300
2105.860107,501.724243,0.877304,0.877304,501.724243,NaN,NaN,0.877327,0.000000,0.877304
2105.870117,501.939545,0.877308,0.877308,501.939545,NaN,NaN,0.877331,0.000000,0.877308
2105.880127,502.308594,0.877312,0.877312,502.308594,NaN,NaN,0.877335,0.000000,0.877312
2105.890137,502.523895,0.877319,0.877319,502.523895,NaN,NaN,0.877342,0.000000,0.877319
2105.900146,502.570038,0.877323,0.877323,502.570038,NaN,NaN,0.877342,0.000000,0.877323
2105.910156,502.754578,0.877327,0.877327,502.754578,NaN,NaN,0.877350,0.000000,0.877327
2105.920166,502.493134,0.877331,0.877331,502.493134,NaN,NaN,0.877354,0.000000,0.877331
2105.930176,502.062561,0.877335,0.877335,502.062561,NaN,NaN,0.877357,0.000000,0.877335
2105.940186,501.847260,0.877338,0.877338,501.847260,NaN,NaN,0.877361,0.000000,0.877338
2105.950195,501.924164,0.877342,0.877342,501.924164,NaN,NaN,0.877365,0.000000,0.877342
2105.960205,502.739197,0.877350,0.877350,502.739197,NaN,NaN,0.877369,0.000000,0.877350
2105.970215,503.123627,0.877354,0.877354,503.123627,NaN,NaN,0.877373,0.000000,0.877354
2105.979980,502.646912,0.877357,0.877357,502.646912,NaN,NaN,0.877377,0.000000,0.877357
2105.989990,502.677673,0.877361,0.877361,502.677673,NaN,NaN,0.877380,0.000000,0.877361
2106.000000,502.385498,0.877365,0.877365,502.385498,NaN,NaN,0.877384,0.000000,0.877365
2106.010010,502.493134,0.877369,0.877369,502.493134,NaN,NaN,0.877388,0.000000,0.877369
2106.020020,502.631531,0.877373,0.877373,502.631531,NaN,NaN,0.877392,0.000000,0.877373
2106.030029,502.216339,0.877377,0.877377,502.216339,NaN,NaN,0.877396,0.000000,0.877377
2106.040039,502.969849,0.877380,0.877380,502.969849,NaN,NaN,0.877399,0.000000,0.877380
2106.050049,502.431641,0.877384,0.877384,502.431641,NaN,NaN,0.877403,0.000000,0.877384
2106.060059,502.754578,0.877388,0.877388,502.754578,NaN,NaN,0.877411,0.000000,0.877388
2106.070068,502.785309,0.877392,0.877392,502.785309,NaN,NaN,0.877411,0.000000,0.877392
2106.080078,502.631531,0.877396,0.877396,502.631531,NaN,NaN,0.877419,0.000000,0.877396
2106.090088,502.908356,0.877399,0.877399,502.908356,NaN,NaN,0.877422,0.000000,0.877399
2106.100098,502.708435,0.877403,0.877403,502.708435,NaN,NaN,0.877426,0.000000,0.877403
2106.110107,502.693054,0.877407,0.877407,502.693054,NaN,NaN,0.877430,0.000000,0.877407
2106.120117,502.662292,0.877411,0.877411,502.662292,NaN,NaN,0.877434,0.000000,0.877411
2106.130127,502.447021,0.877419,0.877419,502.447021,NaN,NaN,0.877441,0.000000,0.877419
2106.140137,503.031372,0.877419,0.877419,503.031372,NaN,NaN,0.877445,0.000000,0.877419
2106.150146,503.000610,0.877426,0.877426,503.000610,NaN,NaN,0.877449,0.000000,0.877426
2106.160156,503.108276,0.877430,0.877430,503.108276,NaN,NaN,0.877453,0.000000,0.877430
2106.170166,502.477753,0.877434,0.877434,502.477753,NaN,NaN,0.877457,0.000000,0.877434
2106.180176,502.308594,0.877441,0.877441,502.308594,NaN,NaN,0.877460,0.000000,0.877441
2106.190186,502.846832,0.877445,0.877445,502.846832,NaN,NaN,0.877464,0.000000,0.877445
2106.200195,501.939545,0.877449,0.877449,501.939545,NaN,NaN,0.877468,0.000000,0.877449
2106.210205,502.662292,0.877453,0.877453,502.662292,NaN,NaN,0.877472,0.000000,0.877453
2106.220215,502.493134,0.877457,0.877457,502.493134,NaN,NaN,0.877476,0.000000,0.877457
2106.229980,502.508514,0.877460,0.877460,502.508514,NaN,NaN,0.877483,0.000000,0.877460
2106.239990,502.985229,0.877464,0.877464,502.985229,NaN,NaN,0.877483,0.000000,0.877464
2106.250000,502.985229,0.877468,0.877468,502.985229,NaN,NaN,0.877491,0.000000,0.877468
2106.260010,502.846832,0.877472,0.877472,502.846832,NaN,NaN,0.877495,0.000000,0.877472
2106.270020,502.908356,0.877476,0.877476,502.908356,NaN,NaN,0.877499,0.000000,0.877476
2106.280029,502.631531,0.877480,0.877480,502.631531,NaN,NaN,0.877502,0.000000,0.877480
2106.290039,502.554657,0.877483,0.877483,502.554657,NaN,NaN,0.877506,0.000000,0.877483
2106.300049,503.031372,0.877491,0.877491,503.031372,NaN,NaN,0.877510,0.000000,0.877491
2106.310059,502.769958,0.877491,0.877491,502.769958,NaN,NaN,0.877514,0.000000,0.877491
2106.320068,502.447021,0.877499,0.877499,502.447021,NaN,NaN,0.877518,0.000000,0.877499
2106.330078,502.816071,0.877502,0.877502,502.816071,NaN,NaN,0.877522,0.000000,0.877502
2106.340088,503.031372,0.877506,0.877506,503.031372,NaN,NaN,0.877525,0.000000,0.877506
2106.350098,502.831451,0.877510,0.877510,502.831451,NaN,NaN,0.877529,0.000000,0.877510
2106.360107,502.862213,0.877514,0.877514,502.862213,NaN,NaN,0.877533,0.000000,0.877514
2106.370117,503.308167,0.877518,0.877518,503.308167,NaN,NaN,0.877537,0.000000,0.877518
2106.380127,503.092896,0.877522,0.877522,503.092896,NaN,NaN,0.877541,0.000000,0.877522
2106.390137,502.154816,0.877525,0.877525,502.154816,NaN,NaN,0.877544,0.000000,0.877525
2106.400146,502.831451,0.877529,0.877529,502.831451,NaN,NaN,0.877552,0.000000,0.877529
2106.410156,502.908356,0.877533,0.877533,502.908356,NaN,NaN,0.877552,0.000000,0.877533
2106.420166,502.923737,0.877537,0.877537,502.923737,NaN,NaN,0.877560,0.000000,0.877537
2106.430176,503.062134,0.877541,0.877541,503.062134,NaN,NaN,0.877567,0.000000,0.877541
2106.440186,503.508087,0.877544,0.877544,503.508087,NaN,NaN,0.877571,0.000000,0.877544
2106.450195,502.846832,0.877548,0.877548,502.846832,NaN,NaN,0.877575,0.000000,0.877548
2106.460205,503.277435,0.877552,0.877552,503.277435,NaN,NaN,0.877579,0.000000,0.877552
2106.470215,503.323547,0.877560,0.877560,503.323547,NaN,NaN,0.877583,0.000000,0.877560
2106.479980,503.015991,0.877560,0.877560,503.015991,NaN,NaN,0.877586,0.000000,0.877560
2106.489990,503.415833,0.877571,0.877571,503.415833,NaN,NaN,0.877590,0.000000,0.877571
2106.500000,503.062134,0.877575,0.877575,503.062134,NaN,NaN,0.877594,0.000000,0.877575
2106.510010,503.077515,0.877579,0.877579,503.077515,NaN,NaN,0.877598,0.000000,0.877579
2106.520020,503.046753,0.877583,0.877583,503.046753,NaN,NaN,0.877602,0.000000,0.877583
2106.530029,503.200531,0.877586,0.877586,503.200531,NaN,NaN,0.877605,0.000000,0.877586
2106.540039,503.323547,0.877590,0.877590,503.323547,NaN,NaN,0.877609,0.000000,0.877590
2106.550049,503.169769,0.877594,0.877594,503.169769,NaN,NaN,0.877613,0.000000,0.877594
2106.560059,502.969849,0.877598,0.877598,502.969849,NaN,NaN,0.877617,0.000000,0.877598
2106.570068,503.154388,0.877602,0.877602,503.154388,NaN,NaN,0.877621,0.000000,0.877602
2106.580078,503.461945,0.877605,0.877605,503.461945,NaN,NaN,0.877625,0.000000,0.877605
2106.590088,503.277435,0.877609,0.877609,503.277435,NaN,NaN,0.877632,0.000000,0.877609
2106.600098,503.461945,0.877613,0.877613,503.461945,NaN,NaN,0.877636,0.000000,0.877613
2106.610107,503.769531,0.877617,0.877617,503.769531,NaN,NaN,0.877640,0.000000,0.877617
2106.620117,503.415833,0.877621,0.877621,503.415833,NaN,NaN,0.877644,0.000000,0.877621
2106.630127,502.846832,0.877625,0.877625,502.846832,NaN,NaN,0.877647,0.000000,0.877625
2106.640137,503.185150,0.877632,0.877632,503.185150,NaN,NaN,0.877651,0.000000,0.877632
2106.650146,503.769531,0.877632,0.877632,503.769531,NaN,NaN,0.877655,0.000000,0.877632
2106.660156,502.939117,0.877640,0.877640,502.939117,NaN,NaN,0.877659,0.000000,0.877640
2106.670166,503.246674,0.877644,0.877644,503.246674,NaN,NaN,0.877663,0.000000,0.877644
2106.680176,503.338928,0.877647,0.877647,503.338928,NaN,NaN,0.877666,0.000000,0.877647
2106.690186,503.738770,0.877651,0.877651,503.738770,NaN,NaN,0.877670,0.000000,0.877651
2106.700195,503.923309,0.877655,0.877655,503.923309,NaN,NaN,0.877674,0.000000,0.877655
2106.710205,503.708008,0.877659,0.877659,503.708008,NaN,NaN,0.877678,0.000000,0.877659
2106.720215,503.846405,0.877663,0.877663,503.846405,NaN,NaN,0.877682,0.000000,0.877663
2106.729980,503.508087,0.877666,0.877666,503.508087,NaN,NaN,0.877689,0.000000,0.877666
2106.739990,503.877167,0.877670,0.877670,503.877167,NaN,NaN,0.877693,0.000000,0.877670
2106.750000,503.461945,0.877674,0.877674,503.461945,NaN,NaN,0.877697,0.000000,0.877674
2106.760010,504.000183,0.877678,0.877678,504.000183,NaN,NaN,0.877705,0.000000,0.877678
2106.770020,504.092468,0.877682,0.877682,504.092468,NaN,NaN,0.877708,0.000000,0.877682
2106.780029,503.646484,0.877689,0.877689,503.646484,NaN,NaN,0.877712,0.000000,0.877689
2106.790039,504.015564,0.877693,0.877693,504.015564,NaN,NaN,0.877716,0.000000,0.877693
2106.800049,503.000610,0.877697,0.877697,503.000610,NaN,NaN,0.877720,0.000000,0.877697
2106.810059,503.661865,0.877705,0.877705,503.661865,NaN,NaN,0.877724,0.000000,0.877705
2106.820068,503.769531,0.877705,0.877705,503.769531,NaN,NaN,0.877728,0.000000,0.877705
2106.830078,504.369263,0.877712,0.877712,504.369263,NaN,NaN,0.877731,0.000000,0.877712
2106.840088,504.061707,0.877716,0.877716,504.061707,NaN,NaN,0.877735,0.000000,0.877716
2106.850098,503.800262,0.877720,0.877720,503.800262,NaN,NaN,0.877739,0.000000,0.877720
2106.860107,504.323120,0.877724,0.877724,504.323120,NaN,NaN,0.877743,0.000000,0.877724
2106.870117,503.661865,0.877728,0.877728,503.661865,NaN,NaN,0.877747,0.000000,0.877728
2106.880127,503.723389,0.877731,0.877731,503.723389,NaN,NaN,0.877750,0.000000,0.877731
2106.890137,503.631104,0.877735,0.877735,503.631104,NaN,NaN,0.877754,0.000000,0.877735
2106.900146,503.308167,0.877739,0.877739,503.308167,NaN,NaN,0.877758,0.000000,0.877739
2106.910156,503.615753,0.877743,0.877743,503.615753,NaN,NaN,0.877762,0.000000,0.877743
2106.920166,503.584991,0.877747,0.877747,503.584991,NaN,NaN,0.877766,0.000000,0.877747
2106.930176,503.677246,0.877750,0.877750,503.677246,NaN,NaN,0.877773,0.000000,0.877750
2106.940186,504.061707,0.877754,0.877754,504.061707,NaN,NaN,0.877777,0.000000,0.877754
2106.950195,503.907928,0.877758,0.877758,503.907928,NaN,NaN,0.877781,0.000000,0.877758
2106.960205,504.230865,0.877762,0.877762,504.230865,NaN,NaN,0.877785,0.000000,0.877762
2106.970215,503.984802,0.877766,0.877766,503.984802,NaN,NaN,0.877789,0.000000,0.877766
2106.979980,503.692627,0.877773,0.877773,503.692627,NaN,NaN,0.877792,0.000000,0.877773
2106.989990,504.000183,0.877773,0.877773,504.000183,NaN,NaN,0.877796,0.000000,0.877773
2107.000000,504.092468,0.877781,0.877781,504.092468,NaN,NaN,0.877800,0.000000,0.877781
2107.010010,504.292358,0.877785,0.877785,504.292358,NaN,NaN,0.877804,0.000000,0.877785
2107.020020,503.538849,0.877789,0.877789,503.538849,NaN,NaN,0.877811,0.000000,0.877789
2107.030029,504.369263,0.877792,0.877792,504.369263,NaN,NaN,0.877815,0.000000,0.877792
2107.040039,504.615326,0.877796,0.877796,504.615326,NaN,NaN,0.877819,0.000000,0.877796
2107.050049,504.046326,0.877800,0.877800,504.046326,NaN,NaN,0.877823,0.000000,0.877800
2107.060059,504.353882,0.877804,0.877804,504.353882,NaN,NaN,0.877827,0.000000,0.877804
2107.070068,504.246246,0.877811,0.877811,504.246246,NaN,NaN,0.877831,0.000000,0.877811
2107.080078,503.846405,0.877815,0.877815,503.846405,NaN,NaN,0.877834,0.000000,0.877815
2107.090088,503.969421,0.877819,0.877819,503.969421,NaN,NaN,0.877838,0.000000,0.877819
2107.100098,503.661865,0.877823,0.877823,503.661865,NaN,NaN,0.877846,0.000000,0.877823
2107.110107,504.200104,0.877827,0.877827,504.200104,NaN,NaN,0.877850,0.000000,0.877827
2107.120117,504.876740,0.877831,0.877831,504.876740,NaN,NaN,0.877853,0.000000,0.877831
2107.130127,503.892548,0.877834,0.877834,503.892548,NaN,NaN,0.877857,0.000000,0.877834
2107.140137,504.123199,0.877838,0.877838,504.123199,NaN,NaN,0.877861,0.000000,0.877838
2107.150146,503.554230,0.877842,0.877842,503.554230,NaN,NaN,0.877865,0.000000,0.877842
2107.160156,503.892548,0.877846,0.877846,503.892548,NaN,NaN,0.877869,0.000000,0.877846
2107.170166,504.123199,0.877853,0.877853,504.123199,NaN,NaN,0.877872,0.000000,0.877853
2107.180176,503.984802,0.877857,0.877857,503.984802,NaN,NaN,0.877876,0.000000,0.877857
2107.190186,503.984802,0.877861,0.877861,503.984802,NaN,NaN,0.877880,0.000000,0.877861
2107.200195,504.353882,0.877865,0.877865,504.353882,NaN,NaN,0.877884,0.000000,0.877865
2107.210205,504.476898,0.877869,0.877869,504.476898,NaN,NaN,0.877888,0.000000,0.877869
2107.220215,504.415405,0.877872,0.877872,504.415405,NaN,NaN,0.877892,0.000000,0.877872
2107.229980,504.230865,0.877876,0.877876,504.230865,NaN,NaN,0.877895,0.000000,0.877876
2107.239990,504.461517,0.877880,0.877880,504.461517,NaN,NaN,0.877899,0.000000,0.877880
2107.250000,504.446167,0.877884,0.877884,504.446167,NaN,NaN,0.877903,0.000000,0.877884
2107.260010,504.722961,0.877888,0.877888,504.722961,NaN,NaN,0.877907,0.000000,0.877888
2107.270020,504.476898,0.877892,0.877892,504.476898,NaN,NaN,0.877914,0.000000,0.877892
2107.280029,504.507660,0.877895,0.877895,504.507660,NaN,NaN,0.877918,0.000000,0.877895
2107.290039,505.215057,0.877899,0.877899,505.215057,NaN,NaN,0.877922,0.000000,0.877899
2107.300049,504.876740,0.877903,0.877903,504.876740,NaN,NaN,0.877926,0.000000,0.877903
2107.310059,504.876740,0.877907,0.877907,504.876740,NaN,NaN,0.877934,0.000000,0.877907
2107.320068,504.292358,0.877914,0.877914,504.292358,NaN,NaN,0.877937,0.000000,0.877914
2107.330078,504.599945,0.877914,0.877914,504.599945,NaN,NaN,0.877941,0.000000,0.877914
2107.340088,504.015564,0.877922,0.877922,504.015564,NaN,NaN,0.877945,0.000000,0.877922
2107.350098,504.461517,0.877926,0.877926,504.461517,NaN,NaN,0.877949,0.000000,0.877926
2107.360107,504.707581,0.877934,0.877934,504.707581,NaN,NaN,0.877953,0.000000,0.877934
2107.370117,505.061279,0.877937,0.877937,505.061279,NaN,NaN,0.877956,0.000000,0.877937
2107.380127,505.045898,0.877941,0.877941,505.045898,NaN,NaN,0.877960,0.000000,0.877941
2107.390137,504.722961,0.877945,0.877945,504.722961,NaN,NaN,0.877964,0.000000,0.877945
2107.400146,504.446167,0.877949,0.877949,504.446167,NaN,NaN,0.877968,0.000000,0.877949
2107.410156,504.492279,0.877953,0.877953,504.492279,NaN,NaN,0.877972,0.000000,0.877953
2107.420166,504.507660,0.877956,0.877956,504.507660,NaN,NaN,0.877975,0.000000,0.877956
2107.430176,504.384644,0.877960,0.877960,504.384644,NaN,NaN,0.877979,0.000000,0.877960
2107.440186,504.507660,0.877964,0.877964,504.507660,NaN,NaN,0.877987,0.000000,0.877964
2107.450195,504.799835,0.877968,0.877968,504.799835,NaN,NaN,0.877991,0.000000,0.877968
2107.460205,505.030518,0.877972,0.877972,505.030518,NaN,NaN,0.877995,0.000000,0.877972
2107.470215,504.707581,0.877975,0.877975,504.707581,NaN,NaN,0.877998,0.000000,0.877975
2107.479980,504.722961,0.877979,0.877979,504.722961,NaN,NaN,0.878002,0.000000,0.877979
2107.489990,504.938263,0.877983,0.877983,504.938263,NaN,NaN,0.878006,0.000000,0.877983
2107.500000,504.400024,0.877987,0.877987,504.400024,NaN,NaN,0.878010,0.000000,0.877987
2107.510010,504.784485,0.877995,0.877995,504.784485,NaN,NaN,0.878014,0.000000,0.877995
2107.520020,504.646057,0.877998,0.877998,504.646057,NaN,NaN,0.878017,0.000000,0.877998
2107.530029,504.953613,0.878002,0.878002,504.953613,NaN,NaN,0.878021,0.000000,0.878002
2107.540039,505.230438,0.878006,0.878006,505.230438,NaN,NaN,0.878025,0.000000,0.878006
2107.550049,505.045898,0.878010,0.878010,505.045898,NaN,NaN,0.878029,0.000000,0.878010
2107.560059,505.076660,0.878014,0.878014,505.076660,NaN,NaN,0.878033,0.000000,0.878014
2107.570068,505.230438,0.878017,0.878017,505.230438,NaN,NaN,0.878036,0.000000,0.878017
2107.580078,504.676819,0.878021,0.878021,504.676819,NaN,NaN,0.878040,0.000000,0.878021
2107.590088,504.492279,0.878025,0.878025,504.492279,NaN,NaN,0.878044,0.000000,0.878025
2107.600098,505.015137,0.878029,0.878029,505.015137,NaN,NaN,0.878048,0.000000,0.878029
2107.610107,504.953613,0.878033,0.878033,504.953613,NaN,NaN,0.878059,0.000000,0.878033
2107.620117,505.291931,0.878036,0.878036,505.291931,NaN,NaN,0.878063,0.000000,0.878036
2107.630127,504.876740,0.878040,0.878040,504.876740,NaN,NaN,0.878067,0.000000,0.878040
2107.640137,505.168915,0.878044,0.878044,505.168915,NaN,NaN,0.878071,0.000000,0.878044
2107.650146,504.938263,0.878048,0.878048,504.938263,NaN,NaN,0.878075,0.000000,0.878048
2107.660156,505.168915,0.878052,0.878052,505.168915,NaN,NaN,0.878078,0.000000,0.878052
2107.670166,504.446167,0.878059,0.878059,504.446167,NaN,NaN,0.878082,0.000000,0.878059
2107.680176,504.369263,0.878067,0.878067,504.369263,NaN,NaN,0.878086,0.000000,0.878067
2107.690186,504.523041,0.878071,0.878071,504.523041,NaN,NaN,0.878090,0.000000,0.878071
2107.700195,504.892120,0.878075,0.878075,504.892120,NaN,NaN,0.878094,0.000000,0.878075
2107.710205,505.338074,0.878078,0.878078,505.338074,NaN,NaN,0.878098,0.000000,0.878078
2107.720215,505.614899,0.878082,0.878082,505.614899,NaN,NaN,0.878101,0.000000,0.878082
2107.729980,505.399597,0.878086,0.878086,505.399597,NaN,NaN,0.878105,0.000000,0.878086
2107.739990,505.138153,0.878090,0.878090,505.138153,NaN,NaN,0.878109,0.000000,0.878090
2107.750000,505.261200,0.878094,0.878094,505.261200,NaN,NaN,0.878113,0.000000,0.878094
2107.760010,505.015137,0.878098,0.878098,505.015137,NaN,NaN,0.878117,0.000000,0.878098
2107.770020,505.384216,0.878101,0.878101,505.384216,NaN,NaN,0.878120,0.000000,0.878101
2107.780029,505.322693,0.878105,0.878105,505.322693,NaN,NaN,0.878128,0.000000,0.878105
2107.790039,505.030518,0.878109,0.878109,505.030518,NaN,NaN,0.878132,0.000000,0.878109
2107.800049,505.153534,0.878113,0.878113,505.153534,NaN,NaN,0.878136,0.000000,0.878113
2107.810059,505.322693,0.878117,0.878117,505.322693,NaN,NaN,0.878139,0.000000,0.878117
2107.820068,505.876312,0.878120,0.878120,505.876312,NaN,NaN,0.878143,0.000000,0.878120
2107.830078,505.537994,0.878124,0.878124,505.537994,NaN,NaN,0.878147,0.000000,0.878124
2107.840088,505.430359,0.878128,0.878128,505.430359,NaN,NaN,0.878151,0.000000,0.878128
2107.850098,504.815216,0.878136,0.878136,504.815216,NaN,NaN,0.878155,0.000000,0.878136
2107.860107,505.353455,0.878139,0.878139,505.353455,NaN,NaN,0.878159,0.000000,0.878139
2107.870117,505.384216,0.878143,0.878143,505.384216,NaN,NaN,0.878162,0.000000,0.878143
2107.880127,505.045898,0.878147,0.878147,505.045898,NaN,NaN,0.878166,0.000000,0.878147
2107.890137,505.784058,0.878151,0.878151,505.784058,NaN,NaN,0.878170,0.000000,0.878151
2107.900146,505.691772,0.878155,0.878155,505.691772,NaN,NaN,0.878174,0.000000,0.878155
2107.910156,505.430359,0.878159,0.878159,505.430359,NaN,NaN,0.878181,0.000000,0.878159
2107.920166,505.399597,0.878162,0.878162,505.399597,NaN,NaN,0.878185,0.000000,0.878162
2107.930176,505.507233,0.878166,0.878166,505.507233,NaN,NaN,0.878189,0.000000,0.878166
2107.940186,505.399597,0.878170,0.878170,505.399597,NaN,NaN,0.878193,0.000000,0.878170
2107.950195,505.414978,0.878174,0.878174,505.414978,NaN,NaN,0.878201,0.000000,0.878174
2107.960205,505.384216,0.878181,0.878181,505.384216,NaN,NaN,0.878201,0.000000,0.878181
2107.970215,505.784058,0.878185,0.878185,505.784058,NaN,NaN,0.878208,0.000000,0.878185
2107.979980,505.799408,0.878189,0.878189,505.799408,NaN,NaN,0.878212,0.000000,0.878189
2107.989990,505.845551,0.878193,0.878193,505.845551,NaN,NaN,0.878216,0.000000,0.878193
2108.000000,505.584137,0.878197,0.878197,505.584137,NaN,NaN,0.878220,0.000000,0.878197
2108.010010,505.261200,0.878201,0.878201,505.261200,NaN,NaN,0.878223,0.000000,0.878201
2108.020020,505.122772,0.878208,0.878208,505.122772,NaN,NaN,0.878227,0.000000,0.878208
2108.030029,505.722534,0.878212,0.878212,505.722534,NaN,NaN,0.878231,0.000000,0.878212
